"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"2878",57,0.289333,0.325333,0.406,5355,1,0,1,0,1,2,83.379997253418,0.572887003421783,2.1603000164032,-0.942799985408783,16.6112995147705,-5.7304196357727,-0.572932958602905,0.23,0.065,0.011,0.049
"2879",142,0.3195,0.3605,0.4435,5472,1,1,2,1,0,4,90.8539962768555,-0.695959031581879,2.62237977981567,16.6624984741211,-2.18360996246338,-4.70708990097046,1.60939002037048,0.21,0.092,0.009,0.052
"2880",137,0.268333,0.370333,0.385666,2858,0,1,2,1,0,4,94.636604309082,0.178890004754066,3.69932007789612,17.2898006439209,-8.89794921875,-3.99860000610352,1.02599000930786,0.217,0.077,0.012,0.053
"2881",16,0.28,0.353,0.361,2781,2,0,0,0,0,1,81.7626953125,-0.0477930977940559,2.3136899471283,0.303849995136261,3.68599009513855,-7.98711967468262,2.68438005447388,0.203,0.083,0.007,0.075
"2882",0,0.289,0.330666,0.453,2844,0,1,2,0,0,4,97.5501937866211,-0.227381005883217,2.6027500629425,17.3694000244141,-7.10328960418701,-4.95518970489502,1.56229996681213,0.254,0.084,0.008,0.034
"2883",122,0.245,0.3,0.3745,2745,2,0,0,1,1,1,82.7446975708008,0.318906992673874,2.117840051651,-2.93176984786987,-10.6239995956421,-7.73400974273682,-2.34769988059998,0.227,0.072,0.009,0.054
"2884",49,0.269666,0.351,0.413333,2797,2,1,2,1,0,4,95.8148040771484,0.483828991651535,3.37357997894287,19.5569000244141,-9.97852039337158,-3.59543991088867,2.90204977989197,0.211,0.071,0.015,0.055
"2885",141,0.2895,0.3435,0.42,3810,0,0,0,0,0,1,84.5916976928711,0.160444006323814,2.0081901550293,-0.453529983758926,3.03237986564636,-7.27870988845825,3.01543021202087,0.232,0.081,0.007,0.054
"2886",41,0.2405,0.3375,0.4175,3789,0,3,2,0,0,6,93.9733963012695,0.197963982820511,1.70162999629974,13.9251003265381,-5.71382999420166,-6.74311017990112,1.02559995651245,0.268,0.083,0.009,0.033
"2887",136,0.298666,0.361666,0.491666,3230,2,3,1,1,1,5,89.6818008422852,-0.43537700176239,2.33098983764648,13.3516988754272,-2.49429988861084,-6.97424983978271,-2.69740009307861,0.212,0.089,0.008,0.075
"2888",25,0.264,0.364,0.48,2858,1,2,1,1,1,4,83.1917953491211,-0.729221999645233,1.41275000572205,1.70902001857758,-14.350700378418,-8.35083961486816,-4.66926002502441,0.24,0.094,0.006,0.043
"2889",51,0.271,0.3205,0.411,4271,2,0,2,0,1,5,89.1831970214844,-0.76631498336792,2.26657009124756,18.9164009094238,3.98646974563599,-6.09471988677979,-1.31971001625061,0.199,0.083,0.006,0.046
"2890",137,0.268333,0.370333,0.385666,2858,0,3,2,1,0,6,90.9728927612305,-0.378859996795654,2.39420986175537,6.7482500076294,6.17880964279175,-6.68215942382812,2.25444006919861,0.247,0.087,0.007,0.048
"2891",98,0.2965,0.384,0.527,3230,0,1,2,1,0,4,95.5998001098633,0.494323015213013,1.80695986747742,14.0229997634888,-11.7297992706299,-5.7440595626831,1.77622997760773,0.279,0.075,0.01,0.023
"2892",66,0.277,0.3475,0.4255,3789,2,0,0,0,0,1,93.5503997802734,-0.160356998443604,2.54800987243652,10.602499961853,-11.7130994796753,-5.93383026123047,0.533286988735199,0.226,0.08,0.008,0.059
"2893",142,0.3195,0.3605,0.4435,5472,0,1,1,0,1,3,86.9694976806641,-0.299059987068176,3.94176983833313,20.8818988800049,2.32464981079102,-4.01855993270874,-1.15944993495941,0.16,0.091,0.01,0.123
"2894",1,0.3025,0.348,0.555,2844,1,0,0,0,0,1,86.5267028808594,-0.0776362046599388,1.78488993644714,5.00176954269409,2.66497993469238,-6.13881015777588,4.23540019989014,0.219,0.084,0.007,0.06
"2895",70,0.238666,0.293666,0.389333,5472,1,1,0,0,0,2,96.9282913208008,-0.375301003456116,1.68705999851227,8.33025932312012,-18.7357006072998,-6.02479982376099,0.129324987530708,0.268,0.083,0.006,0.04
"2896",104,0.2755,0.359,0.467,2772,0,2,2,1,1,5,84.9552993774414,-0.338514983654022,1.88832986354828,6.76775979995728,0.165766000747681,-7.67898988723755,-2.16311001777649,0.241,0.09,0.007,0.038
"2897",85,0.238,0.314,0.411,2767,2,0,1,1,1,2,99.3248977661133,0.708090960979462,2.13779997825623,14.7707004547119,4.83788013458252,-5.33410978317261,0.160786002874374,0.272,0.063,0.011,0.032
"2898",104,0.2755,0.359,0.467,2772,1,3,2,1,0,6,77.511100769043,0.165560990571976,1.81480991840363,-5.37531995773315,10.161600112915,-8.70606994628906,2.55984997749329,0.226,0.081,0.009,0.053
"2899",25,0.264,0.364,0.48,2767,0,0,0,1,0,1,91.1508026123047,0.186613991856575,3.05297017097473,7.19520950317383,-17.2920989990234,-3.45431995391846,3.48827981948853,0.209,0.076,0.01,0.072
"2900",57,0.289333,0.325333,0.406,5355,1,0,0,1,0,1,79.5762023925781,-0.168357998132706,2.92477989196777,-12.7855997085571,10.1240997314453,-8.66870975494385,1.7476499080658,0.218,0.077,0.006,0.074
"2901",134,0.273,0.378,0.481,3789,1,2,2,1,0,5,98.3900909423828,-1.02731001377106,3.44056010246277,11.5279998779297,-12.3908996582031,-4.84426975250244,-0.848737001419067,0.242,0.086,0.007,0.048
"2902",85,0.238,0.314,0.411,2767,2,1,1,1,0,3,93.4505996704102,0.514768004417419,2.53450989723206,14.7260990142822,-15.4070997238159,-5.43741989135742,2.03818988800049,0.225,0.074,0.012,0.051
"2903",1,0.3025,0.348,0.555,2858,0,1,1,0,0,3,71.3371047973633,0.826855957508087,2.43528985977173,-2.01807999610901,2.84737992286682,-9.57444000244141,1.93581998348236,0.189,0.083,0.01,0.072
"2904",88,0.268333,0.333333,0.361,3789,2,0,0,1,0,1,78.97509765625,-0.263601988554001,2.07324004173279,-6.29619979858398,5.89891004562378,-9.15137004852295,2.55120992660522,0.212,0.086,0.006,0.067
"2905",98,0.2965,0.384,0.527,2823,1,1,1,1,0,3,85.0611038208008,-0.166849002242088,2.22863006591797,-0.843029916286469,5.27982997894287,-7.27870988845825,3.3599898815155,0.23,0.082,0.007,0.053
"2906",57,0.289333,0.325333,0.406,4669,0,0,1,1,0,2,85.2781982421875,0.709863007068634,2.73219990730286,3.80896997451782,9.00928974151611,-6.40862989425659,3.93123984336853,0.222,0.072,0.01,0.053
"2907",122,0.245,0.3,0.3745,2745,0,0,0,1,0,1,88.8856964111328,-0.715780973434448,2.45553994178772,11.5973997116089,-17.9340991973877,-5.27199983596802,0.352894991636276,0.205,0.097,0.006,0.066
"2908",25,0.264,0.364,0.48,2767,2,1,2,1,0,4,83.7743988037109,0.578730940818787,2.60178995132446,4.09052991867065,-13.3761005401611,-7.05180025100708,1.01857995986938,0.221,0.073,0.014,0.043
"2909",30,0.2815,0.3255,0.4525,3810,1,1,2,0,0,4,95.9091186523438,0.187864989042282,2.74487090110779,5.35179376602173,-10.647686958313,-5.48112678527832,2.14511013031006,0.272,0.07,0.01,0.03
"2910",125,0.2295,0.3255,0.4005,2843,1,0,1,1,0,2,89.7881927490234,-0.111306004226208,3.15212988853455,12.5045003890991,-6.20132970809937,-5.77590990066528,1.41759991645813,0.207,0.084,0.009,0.061
"2911",45,0.277,0.3205,0.4225,4715,0,1,1,0,0,3,94.5799942016602,-0.240881994366646,2.04326987266541,14.9377994537354,-8.77946949005127,-5.83963966369629,1.85996985435486,0.247,0.089,0.007,0.041
"2912",111,0.2695,0.3525,0.3905,3789,0,3,1,1,0,5,93.5185928344727,0.373653024435043,3.12191987037659,15.7795000076294,-8.32317924499512,-5.33202981948853,1.11236000061035,0.214,0.08,0.01,0.079
"2913",30,0.2815,0.3255,0.4525,2724,0,2,2,0,0,5,90.8368988037109,0.165497988462448,2.49681997299194,8.73400020599365,-9.80408000946045,-6.21068000793457,1.86417984962463,0.247,0.08,0.009,0.039
"2914",51,0.271,0.3205,0.411,4715,1,1,2,0,0,4,89.0569000244141,1.30342996120453,2.30132007598877,14.6751003265381,1.57789993286133,-5.8680100440979,3.51362991333008,0.23,0.068,0.016,0.04
"2915",136,0.298666,0.361666,0.491666,2823,1,1,2,1,0,5,81.4077987670898,0.00141061004251242,1.87553000450134,-5.08197975158691,10.1491003036499,-8.42138957977295,4.05604982376099,0.24,0.076,0.007,0.037
"2916",136,0.298666,0.361666,0.491666,2797,2,0,0,1,0,1,87.884895324707,-0.352809011936188,1.1800400018692,3.42219972610474,-19.8242988586426,-8.09558963775635,0.233594998717308,0.251,0.088,0.006,0.037
"2917",141,0.2895,0.3435,0.42,2542,1,1,0,0,0,2,94.0796966552734,-0.338460981845856,2.34717011451721,2.20706987380981,-16.9257984161377,-6.9069094657898,-0.480446994304657,0.259,0.08,0.006,0.048
"2918",45,0.277,0.3205,0.4225,2724,0,1,1,0,1,3,88.007698059082,1.04918003082275,2.95876979827881,9.2613000869751,17.5014991760254,-5.37448978424072,-0.800563991069794,0.219,0.064,0.012,0.065
"2919",74,0.2905,0.3425,0.457,2745,0,0,0,1,0,1,82.0798950195312,-0.094746395945549,2.01136994361877,-10.4643001556396,5.80213975906372,-9.10099983215332,1.83678984642029,0.252,0.081,0.005,0.047
"2920",133,0.264,0.3265,0.3625,2542,2,1,2,1,1,4,91.6092987060547,1.28254997730255,3.31088972091675,9.45808982849121,18.4115009307861,-4.90918016433716,-0.795678973197937,0.231,0.054,0.018,0.051
"2921",134,0.273,0.378,0.481,2529,1,1,2,1,0,4,86.5566024780273,0.182442992925644,1.34365999698639,5.1975998878479,-7.86702013015747,-8.06369972229004,1.7688000202179,0.265,0.082,0.009,0.025
"2922",134,0.273,0.378,0.481,2529,2,0,1,1,0,2,79.8125,-0.0186077989637852,2.18695998191833,-13.7997007369995,0.927730977535248,-9.72764015197754,1.37065994739532,0.251,0.075,0.007,0.039
"2923",98,0.2965,0.384,0.527,2823,0,0,0,1,0,1,91.9023971557617,0.437638998031616,2.12109994888306,-0.405139982700348,-14.1305990219116,-6.87643003463745,2.33652997016907,0.271,0.072,0.007,0.037
"2924",73,0.289,0.381,0.374,5355,1,0,0,1,0,1,91.4648971557617,-0.77490097284317,2.10291981697083,10.5791997909546,-12.7259998321533,-6.49739027023315,-0.765249013900757,0.229,0.094,0.005,0.053
"2925",104,0.2755,0.359,0.467,2683,0,1,1,1,0,3,91.8682022094727,-0.809941947460175,2.63847994804382,13.5625,-10.0265998840332,-5.9623498916626,-0.627381980419159,0.224,0.097,0.006,0.054
"2926",21,0.2745,0.3365,0.4425,2773,0,0,1,0,1,2,80.9043960571289,-0.370463997125626,1.74335992336273,-7.32582998275757,-2.36535000801086,-9.51663970947266,-2.44561982154846,0.263,0.085,0.005,0.031
"2927",111,0.2695,0.3525,0.3905,5355,0,0,0,1,0,1,87.2966003417969,0.338317006826401,1.80838990211487,4.81762981414795,2.05519008636475,-6.7492299079895,1.86373007297516,0.238,0.078,0.007,0.049
"2928",142,0.3195,0.3605,0.4435,4271,2,1,1,1,0,3,83.827995300293,0.15081898868084,2.64416980743408,2.61611008644104,7.36307001113892,-7.07346963882446,2.65837001800537,0.206,0.077,0.01,0.07
"2929",57,0.289333,0.325333,0.406,5421,1,1,0,1,0,2,87.0938949584961,-0.0437397994101048,2.2584400177002,16.5628986358643,-7.09434032440186,-6.38267993927002,0.717179954051971,0.191,0.092,0.008,0.085
"2930",1,0.3025,0.348,0.555,2844,1,1,0,0,0,2,91.570198059082,0.21322800219059,2.28572988510132,19.9358997344971,-8.05921936035156,-6.0270299911499,0.787571012973785,0.204,0.087,0.009,0.075
"2931",0,0.289,0.330666,0.453,2844,0,0,1,0,0,2,96.2243041992188,-0.499020993709564,2.07243013381958,11.335599899292,-15.5520000457764,-5.75040006637573,-1.13388001918793,0.271,0.085,0.006,0.029
"2932",65,0.27,0.375,0.409,5355,2,2,2,0,0,5,85.8388977050781,0.623130023479462,2.48909997940063,3.62023997306824,3.19885993003845,-7.42622995376587,3.0336000919342,0.23,0.072,0.012,0.049
"2933",35,0.255,0.324,0.427,2767,0,0,2,0,0,3,92.6716232299805,0.61269998550415,2.67135000228882,18.9336700439453,-6.24625968933105,-4.99721574783325,2.71915102005005,0.232,0.077,0.012,0.035
"2934",66,0.277,0.3475,0.4255,2745,0,2,2,0,1,6,77.7447967529297,-0.342687010765076,1.28325998783112,3.45105981826782,-14.7249002456665,-9.17043018341064,-4.96309995651245,0.229,0.091,0.006,0.034
"2935",49,0.269666,0.351,0.413333,2756,0,0,2,1,0,3,89.9067993164062,0.0827872976660728,2.92641997337341,14.9635992050171,-7.41661977767944,-5.30039978027344,1.58070993423462,0.222,0.083,0.01,0.04
"2936",85,0.238,0.314,0.411,2767,1,3,2,1,0,6,86.0522994995117,0.572151005268097,0.796843945980072,4.45755004882812,-13.9326000213623,-8.40429973602295,0.599084973335266,0.275,0.079,0.01,0.026
"2937",134,0.273,0.378,0.481,3789,2,3,2,1,1,6,96.0547943115234,-0.500642001628876,2.39972996711731,15.217399597168,7.36802959442139,-5.52345991134644,-1.61468994617462,0.241,0.081,0.008,0.052
"2938",73,0.289,0.381,0.374,2528,2,2,0,1,0,3,89.0738983154297,-1.11714994907379,2.28215003013611,9.32633018493652,-16.7681007385254,-6.34271001815796,0.303990989923477,0.199,0.101,0.006,0.09
"2939",136,0.298666,0.361666,0.491666,2797,1,3,2,1,0,6,87.7389984130859,0.295854985713959,1.10246002674103,2.41455006599426,-17.7565994262695,-8.07614994049072,1.27509999275208,0.278,0.08,0.009,0.027
"2940",152,0.314,0.353,0.461,2529,0,1,2,0,0,4,91.1233978271484,0.421488970518112,3.67968010902405,11.2595996856689,1.99387001991272,-4.98909997940063,1.45708990097046,0.219,0.073,0.012,0.055
"2941",122,0.245,0.3,0.3745,2745,2,0,0,1,0,1,79.3429107666016,-1.02039992809296,2.19341993331909,2.92406010627747,-17.0728797912598,-7.91323184967041,-0.629697978496552,0.186,0.104,0.006,0.078
"2942",21,0.2745,0.3365,0.4425,2823,2,1,0,0,0,2,84.9995956420898,0.379433006048203,2.60045003890991,5.46110963821411,2.87673997879028,-6.4455099105835,2.51636981964111,0.194,0.076,0.01,0.094
"2943",81,0.261,0.3285,0.3655,2843,0,2,1,0,1,4,89.1124954223633,-0.14317199587822,2.62913990020752,12.6576995849609,13.0100994110107,-5.5656099319458,-0.448628962039948,0.21,0.084,0.008,0.076
"2944",65,0.27,0.375,0.409,3789,1,1,1,0,0,3,94.9925994873047,-0.300467997789383,2.50774002075195,17.6303997039795,-5.73126983642578,-5.31790018081665,0.568991959095001,0.226,0.086,0.008,0.053
"2945",117,0.2845,0.344,0.4435,2843,0,0,1,0,0,2,88.2442016601562,-0.0263251010328531,2.76050996780396,10.5773992538452,1.69097006320953,-6.39995002746582,2.66226005554199,0.217,0.086,0.008,0.054
"2946",122,0.245,0.3,0.3745,2772,0,2,2,1,0,5,86.46240234375,0.312186002731323,2.7235598564148,8.98342990875244,5.03671979904175,-6.61710023880005,3.90124988555908,0.219,0.082,0.01,0.055
"2947",81,0.261,0.3285,0.3655,2843,2,0,0,0,1,1,93.2030944824219,-0.218356996774673,1.70256996154785,14.4405994415283,6.8183798789978,-5.89981985092163,-0.20508199930191,0.231,0.081,0.007,0.054
"2948",82,0.2365,0.3505,0.429,2745,2,2,0,0,1,3,83.1287994384766,0.566911995410919,2.5528199672699,14.023099899292,15.7560987472534,-5.882080078125,0.374323964118958,0.168,0.078,0.012,0.138
"2949",152,0.314,0.353,0.461,2683,0,2,2,0,0,5,87.74169921875,-0.674938976764679,2.0543098449707,12.1416006088257,-4.99119997024536,-6.95967960357666,1.30448997020721,0.229,0.1,0.007,0.044
"2950",134,0.273,0.378,0.481,3789,1,1,2,1,0,4,95.3842010498047,-0.13401098549366,3.07643985748291,5.2025899887085,-14.0798006057739,-6.17475986480713,0.540811955928802,0.266,0.075,0.009,0.032
"2951",73,0.289,0.381,0.374,4669,1,0,2,1,0,3,85.7098007202148,-0.883334934711456,1.38411998748779,0.635477006435394,-14.4090995788574,-7.91908025741577,0.455799996852875,0.267,0.094,0.006,0.022
"2952",125,0.2295,0.3255,0.4005,2528,1,3,2,1,1,6,82.9469985961914,-0.668151021003723,2.66753005981445,-0.677959978580475,-2.67635989189148,-7.31461954116821,-2.17952990531921,0.22,0.087,0.008,0.061
"2953",125,0.2295,0.3255,0.4005,5421,1,1,2,1,0,4,83.2302017211914,0.134310990571976,1.60699009895325,9.92440032958984,-5.57756996154785,-8.26964950561523,1.60018992424011,0.231,0.09,0.009,0.034
"2954",65,0.27,0.375,0.409,3789,0,1,1,0,0,3,91.3911972045898,-0.797580003738403,2.46880984306335,11.5165996551514,-11.7251996994019,-5.60904979705811,-0.0650419965386391,0.227,0.095,0.006,0.051
"2955",107,0.261,0.3035,0.411,3230,1,0,2,1,0,4,76.8128967285156,-0.120127998292446,1.93663001060486,-6.79975986480713,9.62075996398926,-9.45151042938232,3.1548798084259,0.229,0.08,0.007,0.036
"2956",111,0.2695,0.3525,0.3905,5421,2,1,1,1,0,3,79.97509765625,-0.270693987607956,1.38185000419617,-17.6388988494873,8.65730953216553,-11.4357995986938,2.77022004127502,0.279,0.08,0.005,0.033
"2957",144,0.219,0.294,0.482,2844,0,2,1,0,0,4,95.4360961914062,-0.270116001367569,2.38556003570557,17.7674999237061,-10.0749998092651,-5.58111000061035,-0.265780001878738,0.235,0.089,0.007,0.053
"2958",84,0.267,0.3825,0.389,2842,1,1,0,1,0,2,82.3462982177734,0.230381980538368,2.79704976081848,8.00572967529297,-14.3403997421265,-6.06845951080322,0.780378997325897,0.179,0.084,0.01,0.1
"2959",133,0.264,0.3265,0.3625,2542,1,2,0,1,1,3,81.2919006347656,-0.118306994438171,1.26727998256683,-0.862169981002808,-4.29872989654541,-9.75504016876221,-2.73872995376587,0.236,0.089,0.006,0.056
"2960",21,0.2745,0.3365,0.4425,2823,1,0,2,0,0,3,84.3037948608398,0.216636002063751,2.08041000366211,-1.41860997676849,6.90083932876587,-7.6920599937439,3.43803977966309,0.253,0.075,0.009,0.03
"2961",57,0.289333,0.325333,0.406,5421,0,0,1,1,0,2,87.8619003295898,0.181236997246742,2.74672985076904,17.7953987121582,-9.90499973297119,-5.18866968154907,1.90869987010956,0.197,0.088,0.01,0.06
"2962",73,0.289,0.381,0.374,5355,1,3,1,1,0,5,94.5406951904297,-0.0392943993210792,1.15389001369476,16.4923000335693,-9.04446983337402,-6.8394193649292,0.540951013565063,0.256,0.088,0.008,0.042
"2963",57,0.289333,0.325333,0.406,4669,2,1,1,1,0,3,95.93359375,0.432042956352234,2.9353199005127,9.80103969573975,-11.231499671936,-5.02711963653564,1.67259991168976,0.239,0.068,0.011,0.051
"2964",41,0.2405,0.3375,0.4175,5355,1,2,1,0,1,4,95.4811935424805,0.159191995859146,2.42149996757507,6.19503974914551,15.2096004486084,-5.45207977294922,0.144904002547264,0.258,0.068,0.008,0.052
"2965",84,0.267,0.3825,0.389,2823,1,0,0,1,1,1,80.768798828125,-0.015666900202632,2.67463994026184,2.17683005332947,-2.75818991661072,-6.6676197052002,-2.64793992042542,0.194,0.08,0.008,0.081
"2966",40,0.281666,0.372333,0.395666,2745,2,2,1,1,1,4,73.6290893554688,-0.372170001268387,1.92580986022949,-10.584059715271,-14.819019317627,-9.6654863357544,-3.64594388008118,0.213,0.086,0.008,0.059
"2967",30,0.2815,0.3255,0.4525,3810,1,2,2,0,0,5,94.3811950683594,-0.0682547986507416,2.92242980003357,14.4979000091553,0.981389999389648,-5.42387962341309,0.199810996651649,0.233,0.079,0.01,0.05
"2968",104,0.2755,0.359,0.467,2772,1,0,0,1,0,1,92.7380981445312,-0.35929399728775,2.9926598072052,15.0687990188599,-6.4047999382019,-4.97003984451294,0.443035006523132,0.202,0.086,0.007,0.078
"2969",74,0.2905,0.3425,0.457,5421,2,1,2,1,0,4,93.1261978149414,0.501754999160767,3.01624989509583,11.3430004119873,-12.1659994125366,-4.81957006454468,0.906251966953278,0.232,0.068,0.014,0.043
"2970",82,0.2365,0.3505,0.429,2541,2,1,1,0,0,3,74.3957977294922,0.256720006465912,2.5097599029541,-10.8510999679565,11.4210996627808,-9.48960971832275,3.90878987312317,0.203,0.078,0.009,0.072
"2971",98,0.2965,0.384,0.527,4715,1,1,1,1,0,3,88.46240234375,0.544322967529297,2.52118992805481,8.86899948120117,3.31920981407166,-6.14881038665771,2.41309976577759,0.221,0.074,0.011,0.058
"2972",142,0.3195,0.3605,0.4435,5472,0,1,1,1,0,3,89.2025985717773,-0.478657990694046,2.4465799331665,7.67206001281738,3.99614000320435,-6.4230694770813,1.7590799331665,0.228,0.089,0.006,0.055
"2973",25,0.264,0.364,0.48,3970,0,0,0,1,1,1,92.6874008178711,0.0599853023886681,2.83237981796265,15.4939994812012,8.87982940673828,-5.09354972839355,-0.692650973796844,0.214,0.079,0.007,0.072
"2974",97,0.211,0.2905,0.3725,2858,1,0,0,1,0,1,85.5446014404297,-0.0896018967032433,2.77219009399414,5.51476001739502,-16.484899520874,-6.42309999465942,0.462909996509552,0.202,0.084,0.008,0.072
"2975",16,0.28,0.353,0.361,2852,0,1,2,0,1,4,86.7787933349609,0.343620985746384,2.84793996810913,5.07162952423096,13.1770000457764,-6.23921012878418,-1.47735989093781,0.236,0.071,0.01,0.044
"2976",85,0.238,0.314,0.411,2767,1,1,2,1,0,4,94.1259994506836,1.20362997055054,1.83200991153717,17.2877998352051,-6.10778999328613,-5.98088979721069,1.90009999275208,0.263,0.068,0.015,0.027
"2977",142,0.3195,0.3605,0.4435,2767,0,1,1,1,0,3,93.0998001098633,0.453690975904465,1.71356999874115,7.63847017288208,-15.7628993988037,-6.30703020095825,0.542335987091064,0.275,0.075,0.009,0.03
"2978",0,0.289,0.330666,0.453,2844,1,1,2,0,1,4,81.1699981689453,0.824958026409149,1.8571799993515,3.5361897945404,12.0918006896973,-7.77762985229492,0.909569978713989,0.234,0.072,0.012,0.038
"2979",65,0.27,0.375,0.409,3789,0,0,2,0,0,5,86.9945983886719,0.673439979553223,1.97111999988556,1.80634999275208,6.51164960861206,-7.01374006271362,3.95267009735107,0.252,0.063,0.008,0.028
"2980",137,0.268333,0.370333,0.385666,2724,0,1,1,1,0,3,92.3695983886719,-0.421416968107224,2.88510990142822,7.02706003189087,-18.3971996307373,-5.6017599105835,-0.0339605994522572,0.238,0.085,0.007,0.048
"2981",125,0.2295,0.3255,0.4005,5421,1,0,0,1,0,1,76.525993347168,-0.177488997578621,2.05462002754211,-16.3325996398926,10.8548002243042,-10.8302993774414,2.33134007453919,0.237,0.083,0.005,0.055
"2982",57,0.289333,0.325333,0.406,4669,1,2,1,1,0,4,94.9369049072266,-0.268821984529495,2.46875,6.41712951660156,-15.3657007217407,-6.30209016799927,-0.454629987478256,0.257,0.08,0.007,0.045
"2983",1,0.3025,0.348,0.555,2844,0,3,2,0,1,8,78.2541961669922,0.307880997657776,2.14070010185242,12.9637002944946,7.2755298614502,-7.18850994110107,0.248054981231689,0.174,0.081,0.008,0.08
"2984",21,0.2745,0.3365,0.4425,2823,2,1,1,0,0,3,96.1290969848633,-0.0948285013437271,1.78682005405426,18.6606998443604,-10.412299156189,-5.81151008605957,1.20497000217438,0.242,0.084,0.009,0.041
